level,seed,wifiStandard,nStations,distance,simulationTime,packetSize,interval,maxPackets,propagationModel,dataRate,payloadSize,offeredLoadMbps,flowId,source,destination,txPackets,rxPackets,lostPackets,pdr,throughputMbps,meanDelay,source_file,dataRateMbps
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,7,10.1.1.7,10.1.1.21,1951,1482,469,0.7596,1.565256,0.38847,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,8,10.1.1.8,10.1.1.21,1951,984,967,0.5044,1.050953,0.46895,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,9,10.1.1.9,10.1.1.21,1951,1061,890,0.5438,1.118647,0.409656,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,10,10.1.1.10,10.1.1.21,1950,1197,753,0.6138,1.261445,0.428238,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,11,10.1.1.11,10.1.1.21,1950,1228,722,0.6297,1.294365,0.446348,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,12,10.1.1.12,10.1.1.21,1950,1220,730,0.6256,1.290435,0.434335,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,13,10.1.1.13,10.1.1.21,1950,937,1013,0.4805,0.988891,0.475065,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,14,10.1.1.14,10.1.1.21,1949,954,995,0.4895,1.014012,0.443305,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,15,10.1.1.15,10.1.1.21,1949,679,1270,0.3484,0.737187,0.478347,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,16,10.1.1.16,10.1.1.21,1949,730,1219,0.3746,0.769852,0.473502,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,17,10.1.1.17,10.1.1.21,1949,475,1474,0.2437,0.501064,0.476247,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,18,10.1.1.18,10.1.1.21,1948,279,1669,0.1432,0.294543,0.476107,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,19,10.1.1.19,10.1.1.21,1948,227,1721,0.1165,0.244121,0.473248,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,3,80211g,20,5.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,40.0,20,10.1.1.20,10.1.1.21,1948,208,1740,0.1068,0.221237,0.493808,project/results/raw/80211g/friis-nakagami/nodes_20/run_80211g_friis_nakagami_20nodes_5m_seed3.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,1,10.1.1.1,10.1.1.31,1953,1949,4,0.998,2.051473,0.010672,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,2,10.1.1.2,10.1.1.31,1952,1945,7,0.9964,2.049633,0.021898,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,3,10.1.1.3,10.1.1.31,1952,1941,11,0.9944,2.048117,0.099349,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,4,10.1.1.4,10.1.1.31,1952,1767,185,0.9052,1.873551,0.253945,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1320,632,0.6762,1.398425,0.265701,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,911,1040,0.4669,0.962859,0.375041,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,789,1162,0.4044,0.843792,0.342853,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,681,1270,0.3491,0.721837,0.354532,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,309,1642,0.1584,0.330711,0.410187,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,196,1754,0.1005,0.207518,0.488308,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,146,1804,0.0749,0.157636,0.48725,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,80,1870,0.041,0.085635,0.51963,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,100,1850,0.0513,0.107982,0.475102,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,56,1893,0.0287,0.060853,0.562726,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,21,1928,0.0108,0.023632,0.597055,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,40,1909,0.0205,0.042627,0.481302,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,24,1924,0.0123,0.026759,0.535844,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,1,1947,0.0005,0.001226,2.618647,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,20,10.1.1.20,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,21,10.1.1.21,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,22,10.1.1.22,10.1.1.31,1947,4,1943,0.0021,0.006225,0.500962,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,23,10.1.1.23,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,24,10.1.1.24,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,25,10.1.1.25,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,26,10.1.1.26,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,27,10.1.1.27,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,28,10.1.1.28,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,29,10.1.1.29,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,1,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,30,10.1.1.30,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed1.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,1,10.1.1.1,10.1.1.31,1953,1952,1,0.9995,2.055618,0.011215,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,2,10.1.1.2,10.1.1.31,1952,1948,4,0.998,2.051157,0.021955,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,3,10.1.1.3,10.1.1.31,1952,1944,8,0.9959,2.046907,0.075677,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,4,10.1.1.4,10.1.1.31,1952,1720,232,0.8811,1.811664,0.279065,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1254,698,0.6424,1.320764,0.371782,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,1037,914,0.5315,1.093812,0.430559,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,797,1154,0.4085,0.839529,0.456102,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,720,1231,0.369,0.758644,0.43989,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,422,1529,0.2163,0.447922,0.482501,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,317,1633,0.1626,0.334052,0.473789,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,203,1747,0.1041,0.214066,0.4865,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,111,1839,0.0569,0.117251,0.487983,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,157,1793,0.0805,0.170725,0.490889,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,94,1855,0.0482,0.09966,0.553278,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,55,1894,0.0282,0.058017,0.473915,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,63,1886,0.0323,0.06709,0.490873,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,19,1930,0.0097,0.020138,0.498527,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,31,1917,0.0159,0.033046,0.417009,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,36,1912,0.0185,0.0385,0.484482,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,20,10.1.1.20,10.1.1.31,1948,0,1948,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,21,10.1.1.21,10.1.1.31,1948,6,1942,0.0031,0.025439,0.442761,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,22,10.1.1.22,10.1.1.31,1947,1,1946,0.0005,0.003083,2.721268,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,23,10.1.1.23,10.1.1.31,1947,12,1935,0.0062,0.012748,0.554625,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,24,10.1.1.24,10.1.1.31,1947,5,1942,0.0026,0.010687,0.460258,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,25,10.1.1.25,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,26,10.1.1.26,10.1.1.31,1947,0,1947,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,27,10.1.1.27,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,28,10.1.1.28,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,29,10.1.1.29,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,2,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,30,10.1.1.30,10.1.1.31,1946,0,1946,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed2.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,1,10.1.1.1,10.1.1.31,1953,1950,3,0.9985,2.05444,0.018903,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,2,10.1.1.2,10.1.1.31,1952,1949,3,0.9985,2.05174,0.026632,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,3,10.1.1.3,10.1.1.31,1952,1935,17,0.9913,2.037407,0.057842,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,4,10.1.1.4,10.1.1.31,1952,1407,545,0.7208,1.482812,0.299422,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,5,10.1.1.5,10.1.1.31,1952,1026,926,0.5256,1.084575,0.41389,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,6,10.1.1.6,10.1.1.31,1951,828,1123,0.4244,0.872701,0.448439,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,7,10.1.1.7,10.1.1.31,1951,526,1425,0.2696,0.562562,0.469019,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,8,10.1.1.8,10.1.1.31,1951,391,1560,0.2004,0.417864,0.37052,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,9,10.1.1.9,10.1.1.31,1951,213,1738,0.1092,0.227871,0.393562,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,10,10.1.1.10,10.1.1.31,1950,171,1779,0.0877,0.181158,0.369644,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,11,10.1.1.11,10.1.1.31,1950,106,1844,0.0544,0.112003,0.487778,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,12,10.1.1.12,10.1.1.31,1950,67,1883,0.0344,0.072783,0.516532,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,13,10.1.1.13,10.1.1.31,1950,75,1875,0.0385,0.080016,0.453066,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,14,10.1.1.14,10.1.1.31,1949,23,1926,0.0118,0.024851,0.620779,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,15,10.1.1.15,10.1.1.31,1949,26,1923,0.0133,0.028267,0.389522,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,16,10.1.1.16,10.1.1.31,1949,17,1932,0.0087,0.018479,0.498152,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,17,10.1.1.17,10.1.1.31,1949,0,1949,0.0,0.0,0.0,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,18,10.1.1.18,10.1.1.31,1948,9,1939,0.0046,0.010285,0.582918,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,19,10.1.1.19,10.1.1.31,1948,9,1939,0.0046,0.009589,0.487811,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
flow,3,80211g,30,10.0,10.0,1024,0.5,20,friis-nakagami,2Mbps,1024,60.0,20,10.1.1.20,10.1.1.31,1948,1,1947,0.0005,0.001465,0.507421,project/results/raw/80211g/friis-nakagami/nodes_30/run_80211g_friis_nakagami_30nodes_10m_seed3.csv,2.0
